year,Locationdesc,Sample_Size,Data_value,Data_value_unit,Data_value_type,cbsacode,adult_population,adult_population18_65,population,total_65_and_older,total_adult_obesity,total_adult_smoking,total_below_18_years_of_age,total_children_in_poverty,total_children_in_single-parent_households,total_excessive_drinking,total_female,total_homicides,total_mental_health_providers,total_motor_vehicle_crash_deaths,total_not_proficient_in_english,total_physical_inactivity,total_poor_mental_health_days,total_poor_or_fair_health,total_poor_physical_health_days,total_premature_death,total_primary_care_physicians,total_rural,total_sexually_transmitted_infections,total_uninsured_adults,total_violent_crime
2016.0,"Des Moines-West Des Moines, IA Metropolitan Statistical Area",171,14.78,%,Crude Prevalence,19780,483574.9999960547,402587.00000401796,648421.0,80987.9999920367,145196.94399880423,85807.2339993771,164846.0000039453,24862.912000303837,47393.87683354676,97113.93399915716,328698.99999940634,11.49655,9083.680473413773,56.33520331355059,15862.0555661337,113582.32499896763,60002.08666666666,56584.69199957635,63350.59333333333,37284.720904,8358.072336489302,108881.9558198461,2460.669652575057,43868.70063613028,1811.4366753672243
2017.0,"Des Moines-West Des Moines, IA Metropolitan Statistical Area",264,20.09,%,Crude Prevalence,19780,492262.9999825307,408040.00000698183,659726.0,84222.9999755489,146775.36899490684,75119.61321373114,167463.0000174693,21575.826002488524,47885.28693473551,102645.51954373573,334518.9999854087,12.160486,8225.533543211954,50.18660546219096,15815.4820303133,105307.06699649453,71029.04297106207,57793.121672608126,66258.11497815597,37544.287014,8462.88165622451,110410.0642944984,2829.049887,33274.43003154732,1896.9463398709802
2018.0,"Des Moines-West Des Moines, IA Metropolitan Statistical Area",271,16.69,%,Crude Prevalence,19780,501215.00001814205,413380.00002793694,671433.0,87834.9999902051,149615.7760053451,82168.55425373866,170217.9999818579,21078.758997509696,49199.564550561765,107335.97045205123,339927.0000267555,14.67796656207453,8454.22893190063,52.16876858295464,15529.0557895944,110102.18900371883,72829.10683492229,62828.245704963505,66590.11822140361,38840.32360765486,8656.421988347269,112453.4025558154,2966.73331,26156.58325130535,1927.7407488082356
2019.0,"Des Moines-West Des Moines, IA Metropolitan Statistical Area",304,17.78,%,Crude Prevalence,19780,510599.00000263273,419135.9999999009,682877.0,91463.0000027318,152756.63600065914,83689.71472332304,172277.9999973673,17804.70899995123,48888.52584556313,109368.18052683331,345705.00001937425,17.34588,8601.960065495281,49.895326555513236,15852.056035781101,101505.91600049235,74058.59599953431,63995.33612903722,67708.6002855447,41458.91884823925,8809.415389692918,114170.5092076798,3378.375482,24166.2282985951,2339.7443864305587
2020.0,"Des Moines-West Des Moines, IA Metropolitan Statistical Area",230,18.67,%,Crude Prevalence,19780,518749.0000190502,424004.0000321834,692556.0,94744.99998686681,166086.68600613574,76610.15343743555,173806.9999809498,18043.930997624557,50050.49792625819,110566.8999270108,350181.9999872226,18.64659301389496,8442.963102730275,48.87126540899998,15704.0549470572,104915.22200370744,79273.51414774598,66373.44593515004,70025.42742365968,41647.05138912128,9261.744329183264,116023.9061799187,3776.694391,26277.42236208086,2370.205756274295
2021.0,"Des Moines-West Des Moines, IA Metropolitan Statistical Area",254,18.5,%,Crude Prevalence,19780,525446.9999934738,427201.0000025499,699292.0,98245.99999092381,176882.29999783466,88344.45818560517,173845.0000065263,17949.239000707836,36652.61843951212,129812.25713313174,353564.00000540295,19.088591663800518,8559.334091215685,50.496829723581584,15766.6635742417,98868.25099886586,81256.39248202537,68795.20396859657,70761.469420303,42117.31589583987,9499.838176351766,117393.38000186409,3800.721496,27620.957042638616,2389.6433598318044
2022.0,"Des Moines-West Des Moines, IA Metropolitan Statistical Area",214,19.21,%,Crude Prevalence,19780,532992.00001125,431212.00001527235,707915.0,101779.9999959777,184687.53400396407,89583.50900197058,174922.99998875003,20040.577998498367,36591.294856848384,124404.9075262955,357791.9999865247,21.21444704701437,8083.067544495346,52.88123360819008,15142.783893751299,129672.13500277812,88985.35645596759,73353.84400162761,71105.34741527597,45081.4900336639,9630.410965595436,119155.2735971642,4185.281242999999,28705.253641736348,2415.346155679225
2011.0,"Detroit-Dearborn-Livonia, MI Metropolitan Division",356,18.98,%,Crude Prevalence,19820,3336173.5420000004,2773341.289,4403437.0,562832.253,1018580.042598,714617.7656640001,1067263.458,208289.345082,360205.97443199996,614602.375134,2255481.389,0.0,205959.10863108916,459.98083299999996,207414.553,808321.662974,558465.5133333332,491753.085362,531156.8066666666,348923.486034,55836.23229086422,304699.034,24758.195516,387235.513675,30925.921968000002
2012.0,"Detroit-Dearborn-Livonia, MI Metropolitan Division",401,19.89,%,Crude Prevalence,19820,3336173.5420000004,2773341.289,4403437.0,562832.253,1041491.8308360002,678697.711744,1067263.458,255306.76633399999,365057.36493305466,594499.687212,2255481.389,472.98793438999996,205959.10863108916,438.1156398732136,197374.1730676493,830083.492372,550676.0066666666,490434.115294,524160.25,345236.8541337,55836.23229086422,304699.034,25123.953920999997,502441.54718600004,29978.49659442222
2011.0,"Dover, DE Metropolitan Statistical Area",223,15.07,%,Crude Prevalence,20100,117990.268,96852.974,157741.0,21137.294,38228.846832,27137.76164,39750.732,6598.621512000001,14191.011324,19232.413684,82183.061,0.0,8763.388888888889,31.5482,5047.712,31975.362628000003,18928.92,17462.559664,19454.72333333333,12943.753237,3185.385043647818,55998.055,974.366157,14624.799074,1003.390501
2012.0,"Dover, DE Metropolitan Statistical Area",228,14.18,%,Crude Prevalence,20100,117990.268,96852.974,157741.0,21137.294,38582.817636,26311.829764,39750.732,7791.143472000001,14447.79778520983,18878.44288,82183.061,6.131392669999999,8763.388888888889,30.810938263118672,5510.7489222473005,33273.255576,18928.92,17816.530467999997,19980.526666666665,12938.5635581,3185.385043647818,55998.055,1049.4508729999998,15205.916918,1018.180090992513
2011.0,"Duluth, MN-WI Metropolitan Statistical Area",117,18.68,%,Crude Prevalence,20260,220414.66999999998,176681.05199999997,276368.0,43733.618,61501.007700999995,49226.978969,55953.33,8119.3171919999995,17058.376899,46424.897001000005,139252.411,3.9455980000000004,inf,44.166242000000004,3213.4350000000004,38721.861773,28974.13333333333,26297.376847000003,32475.713333333333,18354.101461000002,3119.7183412459126,110949.489,744.7391489999999,16980.599931999997,83.54503799999999
2012.0,"Duluth, MN-WI Metropolitan Statistical Area",107,21.87,%,Crude Prevalence,20260,220414.66999999998,176681.05199999997,276368.0,43733.618,61975.396742,48578.671050000004,55953.33,11237.096343000001,18517.99149319576,46629.749712000004,139252.411,4.00280408,inf,42.326372590241824,3105.7197463258,41814.399879,29244.566666666662,25863.596388,31710.496666666666,18838.607121,3119.7183412459126,110949.489,664.3484510000001,22235.506749999997,619.8688844583858
2013.0,"Duluth, MN-WI Metropolitan Statistical Area",140,17.9,%,Crude Prevalence,20260,223395.999993383,179574.99999839804,279815.0,43820.999994985,62803.314998182235,47293.281998673745,56419.000006616996,11239.014001426502,18849.571542983176,47892.574998764736,138965.999993206,3.30127883510711,10826.314255465193,32.64826685589765,1167.440203412,42366.65299882867,30124.883333333328,26258.254999288114,30319.666666666668,18305.9656435,3697.3165951126857,110975.89976971799,675.034265,22314.792999832065,611.2270447370865
2014.0,"Duluth, MN-WI Metropolitan Statistical Area",203,20.44,%,Crude Prevalence,20260,223385.0000064519,178349.9999965417,279452.0,45035.0000099102,61977.17700174884,47987.821001465694,56066.9999935481,9882.620998839458,18372.100765432388,45307.05200115171,138724.3202962565,3.302333899127718,0.0,32.5993966835539,1132.0035164942,44470.09900120678,30862.879999999997,28837.915000844114,30571.420000000002,18282.0171882,3461.39257087799,110816.6082906033,844.9739750000001,20986.62347514547,602.124327067006
2015.0,"Duluth, MN-WI Metropolitan Statistical Area",226,23.17,%,Crude Prevalence,20260,223900.00000590223,177578.0000094074,279887.0,46321.9999964948,60574.728001561045,48094.97600141661,55986.9999940978,10515.485998755576,18927.155368121676,45412.100001231374,138799.000008062,3.40918,2204.524926537527,28.117314592748947,1005.5558477156,43994.97200121234,30911.61,28902.61600085054,30619.993333333332,17947.2085483,3440.989271547789,110999.94777513799,1024.535637,19094.335357815922,591.052437860692
2016.0,"Duluth, MN-WI Metropolitan Statistical Area",194,20.63,%,Crude Prevalence,20260,224320.0000091325,176842.0000119213,280218.0,47477.9999972112,60066.566002349384,43120.34000176453,55897.9999908675,10712.385998293734,19895.340526661246,51037.67000205486,138772.0000058751,3.416133,1947.6886645704656,27.669154078924773,866.8607559111,44781.15400171127,29182.79,29345.25300116565,31720.739999999998,18508.394691,3466.9047547918417,111139.73274145258,1029.546732320132,19699.843837521596,591.7943802518055
2017.0,"Duluth, MN-WI Metropolitan Statistical Area",221,19.93,%,Crude Prevalence,20260,224359.00001040188,175613.9999995129,279601.0,48745.000010889,63399.451002947906,40339.94436346696,55241.9999895981,8588.124998334722,19166.493236203238,50087.80689511144,138434.9999961165,3.407327,1788.8485955283586,23.985615798333868,963.4725435281,44232.82400207412,32479.78891268496,32961.571709279735,36120.9346398214,18316.514384,3608.9394591130767,110908.78325570539,976.8873189999999,14634.116156039601,631.5635397981717
2018.0,"Duluth, MN-WI Metropolitan Statistical Area",201,20.59,%,Crude Prevalence,20260,224214.00000503598,174156.0000059387,279227.0,50057.9999990973,63966.509001471975,39402.29013522695,55012.999994964004,8809.939999196504,18817.391225375035,51622.14327621596,138368.0000008924,3.56419761879258,1648.8420037745375,24.67917171323348,879.0215939648999,47174.391001039694,31136.630799932143,27952.43966988044,33520.169002512004,18552.770646948684,4497.847341147804,110798.9719588818,963.186067,10368.235043662726,630.5151323501398
2019.0,"Duluth, MN-WI Metropolitan Statistical Area",208,25.82,%,Crude Prevalence,20260,223934.0000010638,172518.0000033794,278782.0,51415.9999976844,66641.02800033364,39355.961837429,54847.999998936204,7628.120999848324,18302.252674180898,51558.11797128821,138315.0000001466,3.6,1508.6098609460137,26.4951407072487,734.9855703136001,44087.7420001695,31084.74073616033,27912.40422724349,33467.344160869936,18964.3032654746,4469.792160326458,110586.7970825978,1047.069198,9164.001055162948,617.8818507565354
2020.0,"Duluth, MN-WI Metropolitan Statistical Area",225,25.34,%,Crude Prevalence,20260,224239.000009814,171316.0000059987,278799.0,52923.000003815294,65014.96000283527,38661.70208535254,54559.999990186,7612.715998593495,17810.17914268406,53588.44241954754,138198.9999960107,3.989457714327808,1378.951912061198,27.232493837120273,748.3994921711001,48230.93300211004,32940.973419550755,28982.57381037686,30437.397760094715,18806.256193106015,4203.98832168288,110653.05350413469,1135.658586,10507.81481657973,617.7365981849752
2021.0,"Duluth, MN-WI Metropolitan Statistical Area",168,20.52,%,Crude Prevalence,20260,224038.9999981689,169571.99999323528,278091.0,54467.0000049336,67880.1729994378,46944.331684035125,54052.000001831104,6948.312000251442,12187.044156057946,56515.66474188001,138026.99999566888,4.40570019500187,1313.5606501313503,26.896709652335037,868.5162118919,46511.380999623565,37907.84381470434,32073.177080141173,34459.05814864302,18735.178754818688,4113.287060032112,110395.46817498008,1098.7184320000001,10369.543423465242,616.0563049967014
2022.0,"Duluth, MN-WI Metropolitan Statistical Area",237,28.32,%,Crude Prevalence,20260,224314.9999948567,167966.9999924489,278009.0,56348.0000024078,75845.46199828808,43533.413999000804,53694.0000051433,5926.107000549009,11927.380960388497,54858.82818035521,138011.0000061951,4.400215339461826,1207.502834515285,26.479827119776193,932.6446923866,48850.43899885715,39173.9580540509,34116.043999220725,32569.858560226156,19871.968221061426,3881.066278678523,110355.67935477989,1059.1303540000001,10867.306802237068,615.6309256870653
2011.0,"Durham-Chapel Hill, NC Metropolitan Statistical Area",191,19.23,%,Crude Prevalence,20500,388046.909,334491.592,501228.0,53555.317,104951.26540699998,65791.083668,113181.091,18504.91798,38719.866116,54175.296721000006,258877.913,45.172376,10348.905638703167,81.316531,35449.531,78853.332645,51455.17,59842.21623399999,47594.37333333334,34990.221912,4362.545437942221,140713.861,2084.5529,75776.692676,0.0
2012.0,"Durham-Chapel Hill, NC Metropolitan Statistical Area",140,15.4,%,Crude Prevalence,20500,388046.909,334491.592,501228.0,53555.317,107869.742458,62454.815787,113181.091,25231.534851999997,39164.18879659839,55624.972812,258877.913,42.53478632,10348.905638703167,78.87336753789998,38552.429951003,77924.992358,49281.996666666666,59981.224970999996,49321.62666666666,34418.538971500006,4362.545437942221,140713.861,1895.476865,66446.47267,583.9263214435491
2013.0,"Durham-Chapel Hill, NC Metropolitan Statistical Area",108,15.79,%,Crude Prevalence,20500,400205.0000028,340948.9999977803,512979.0,59256.0000050197,111172.906000681,61899.03000025555,112773.99999720001,26452.437999421152,39855.47114792118,61433.19700050296,267714.99999812146,44.022415617172975,13029.818536132792,70.53639993412295,23946.7545256757,80279.30900042063,50715.19666666666,64014.713000378615,50478.6,33100.2715533,5618.531284239085,126372.7193185369,2285.629692,74736.04299924737,2369.645120938341
2012.0,"El Paso, TX Metropolitan Statistical Area",118,17.17,%,Crude Prevalence,21340,517684.811,437642.485,754411.0,80042.326,123314.589748,84008.416128,236726.18899999998,80078.172237,85991.9389747169,85554.583296,390719.483,23.65079808,inf,98.84246873996321,227686.99107522058,112525.855897,80719.70666666667,133485.765504,105617.54000000002,45928.5389185,11169.362812899763,26405.176,3450.6752840000004,177432.39612000002,3193.7910536855516
2013.0,"El Paso, TX Metropolitan Statistical Area",124,14.54,%,Crude Prevalence,21340,579366.9999919225,494034.99995820597,824213.0,85332.00003371651,138001.4939980759,91154.78199872954,244846.00000807745,83615.61100275899,88985.66534833686,98077.92999863304,423251.99997315195,23.21476787928308,79507.33524161013,99.35920652615508,140930.02471122358,125922.5549982442,87550.93333333333,148270.75299793348,114910.6,48015.5459492,18962.9619361494,21269.982631192,4496.448678999999,205639.4599826031,3543.6347358855705
2014.0,"El Paso, TX Metropolitan Statistical Area",142,14.83,%,Crude Prevalence,21340,587451.000017556,499714.9999816683,830735.0,87736.0000358877,137592.4300041,88922.88800269183,243283.99998244396,80867.12299418783,88970.90931651695,102575.07100297751,426556.5382577974,23.40166487625709,0.0,100.1591256732266,136479.7074061259,126447.88500376533,88255.78666666667,151519.92100458677,121351.70666666668,48394.3240152,18109.867231195098,21327.6647681904,4583.278453,199928.1018636648,3454.1866994503193
2015.0,"El Paso, TX Metropolitan Statistical Area",138,14.39,%,Crude Prevalence,21340,591347.9999944854,500345.999961816,831036.0,91002.0000326694,150285.89599859517,89511.58399918023,239688.00000551462,74907.64600173816,86230.00823799943,103258.58799899874,423409.99998762,24.003822,12547.931084143742,99.67077735157493,134013.5990357046,135514.47599873244,88289.92000000001,152523.02799860318,121398.64,48578.3597358,17928.069652187416,21315.6227409264,5022.9322440000005,197354.96339298732,3327.5094986319427
2016.0,"El Paso, TX Metropolitan Statistical Area",62,10.35,%,Crude Prevalence,21340,600329.000021594,505706.0000273268,836698.0,94622.9999942672,159745.69000574292,93770.1000033664,236368.999978406,74984.84999315799,86058.49881729278,106737.36200384604,426772.9999797931,21.670662,12081.748983290834,99.47284561094328,133598.285535962,143529.53500515997,100446.57333333333,167133.86200599856,114466.46333333333,49039.04919699999,18155.05596244426,21334.0619431576,5641.406846465362,196795.84205501474,3350.540334758228
2017.0,"El Paso, TX Metropolitan Statistical Area",80,15.81,%,Crude Prevalence,21340,604871.9999997695,507033.9999960611,838972.0,97838.0000037083,171729.40499993227,88690.20115897595,234100.0000002306,68897.0400000582,84012.05857887554,101168.54327389254,428028.999975948,23.396604,11243.408099842733,96.49768647799996,132151.8348228151,139146.38999994806,102763.12434365426,165170.73794844784,119366.67601800595,48836.585835,18136.87420639658,21547.8541012264,5043.611673,161505.81583569635,3046.6476241449473
2018.0,"El Paso, TX Metropolitan Statistical Area",93,15.26,%,Crude Prevalence,21340,608509.9999633878,508169.9999452648,841971.0,100340.0000181231,164934.03799007917,93784.35878766915,233461.0000366122,73328.85701149359,85216.36221002096,112018.7593950707,428185.99999411165,23.03584112965383,10589.842437297384,94.89607509404142,129932.46889028519,137634.5719917298,111434.01361649575,173578.20228941165,128254.2215431325,49300.532825162045,17591.921536550686,22272.4081218864,4699.904592,149958.96709033693,3055.520260745153
2020.0,"El Paso, TX Metropolitan Statistical Area",93,18.62,%,Crude Prevalence,21340,616536.9999818461,512707.99993981235,845553.0,103829.00004203369,176541.20599480532,85488.07404441205,229016.00001815392,66146.00000524467,85863.58490056792,103884.61218073682,428798.0000390226,26.474757165974992,9109.201685069806,92.8055346301107,126211.11257347101,129030.06699620366,110983.27134827469,165539.31776078118,123495.47177103939,50499.542166922154,17446.45654063144,23076.1601299184,4890.984631,149499.19275026812,3066.151921108322
2021.0,"El Paso, TX Metropolitan Statistical Area",121,22.56,%,Crude Prevalence,21340,618687.9999966319,512738.0000024694,844124.0,105949.9999941626,195134.33599893044,94008.6757823209,225436.00000336804,59216.78200090268,67972.06805336398,115666.24096613441,426723.00001693337,26.230120226336183,8610.274181519793,94.1704316296146,121539.8888843834,123869.14599932182,127048.80106449185,168215.6770156787,123931.54405480924,52464.51317573346,17336.511825353704,23134.1097594224,5700.5802060000005,154213.77027544446,3060.7134368585466
2011.0,"Eugene, OR Metropolitan Statistical Area",167,25.11,%,Crude Prevalence,21660,281238.30899999995,230327.504,351109.0,50910.80499999999,72840.72203099998,52029.08716499999,69870.691,11668.405397000002,22358.621120000003,48091.75083899999,179065.59,0.0,5881.222780569514,45.64417,10884.379,46685.55929399999,43303.443333333336,38810.886642,45644.17,23745.150561,3556.2544312772206,67764.037,1190.25951,51593.36089599999,1051.571455
2012.0,"Eugene, OR Metropolitan Statistical Area",137,24.18,%,Crude Prevalence,21660,281238.30899999995,230327.504,351109.0,50910.80499999999,76215.58173899999,50904.13392899999,69870.691,16349.741694000002,22752.92786139541,46685.55929399999,179065.59,10.15056119,5881.222780569514,45.38166691288416,10531.9470915098,47810.51252999999,43303.443333333336,38810.886642,46814.53333333333,23921.512611700004,3556.2544312772206,67764.037,1284.707831,53205.65342399999,1121.9739664134374
2011.0,"Evansville, IN-KY Metropolitan Statistical Area",115,21.8,%,Crude Prevalence,21780,200628.924,163838.898,259959.0,36790.026,57471.62803800001,51341.387298,59330.075999999994,11431.616532,18470.039628,34766.020278,134657.95500000002,9.883584000000003,,36.180201,3106.272,56029.11873,34638.09,34066.319928,34118.12,20269.855172999996,2847.9790269359983,52879.617,969.643653,21183.25938,0.0
2013.0,"Evansville, IN-KY Metropolitan Statistical Area",140,22.89,%,Crude Prevalence,21780,205240.000009549,167045.0000101265,266300.0,38194.9999994225,61233.277002820934,48481.286002321045,61059.999990451004,11684.991998071855,20723.102776556767,31956.526001412167,136714.999997958,7.69266343801806,7400.315374697275,29.353185306214336,1282.9505617195,54942.76900256666,36712.2,36479.534001753374,36589.2,19498.2370745,3132.120032828582,51365.07836961,1119.825875,28821.110001864286,680.205893415832
2014.0,"Evansville, IN-KY Metropolitan Statistical Area",158,25.41,%,Crude Prevalence,21780,206144.00000508782,166670.00000880682,266920.0,39473.999996281,66632.90400164467,45864.86800106845,60775.9999949122,11270.894999084425,20905.388117236085,30804.577000751302,137000.8188713217,7.716257031546935,0.0,29.407654957778135,1367.9901600872001,57265.63600137713,35545.98666666667,37286.304000888915,38142.56,19545.6499654,3113.3905745476927,51390.0889317491,1094.923818,28341.05319738439,747.9573108524477
2017.0,"Evansville, IN-KY Metropolitan Statistical Area",162,29.76,%,Crude Prevalence,21780,208499.0000024286,165802.0000012081,269286.0,42697.000001220506,66777.7110007703,37017.98381918585,60786.9999975714,12117.720999566965,20708.259358271975,36231.87424544341,138165.999989562,7.275080000000001,5203.804904915514,26.80786403965386,1480.9506720584,54991.26500062993,36734.01899921,33481.33149256153,36557.5703487754,20434.668528000002,3267.978859830541,51845.6824393954,1260.698875,22719.276877097378,886.1301225341454
2011.0,"Fairbanks, AK Metropolitan Statistical Area",93,13.13,%,Crude Prevalence,21820,73008.4,66792.82,98660.0,6215.58,18617.142,15842.822799999998,25651.6,2334.2956,7002.886800000001,15258.7556,46074.22,6.11692,4216.239316239316,15.09498,2565.16,15623.797599999998,9537.133333333331,8541.9828,11181.466666666664,6111.88834,1448.2552604943826,29992.64,605.2791,14627.627580000002,0.0
2012.0,"Fairbanks, AK Metropolitan Statistical Area",112,17.8,%,Crude Prevalence,21820,73008.4,66792.82,98660.0,6215.58,20077.31,15404.772399999998,25651.6,3206.4500000000003,7209.76298569748,15112.738799999996,46074.22,5.9817558,4216.239316239316,14.167891282828998,2613.735517382,16864.9404,9537.133333333331,8614.991199999999,11510.333333333334,6115.134254,1448.2552604943826,29992.64,690.81732,16497.826540000002,773.1305653024199
2011.0,"Fargo, ND-MN Metropolitan Statistical Area",212,20.62,%,Crude Prevalence,22020,156112.236,135026.402,200102.0,21085.834,43218.61053300001,28544.060349,43989.763999999996,4761.978907000001,11437.754713,36052.687313999995,99842.309,1.9413939999999998,3531.332537471813,19.966072,4348.344,30711.153248999995,16287.203333333331,14499.038988,17053.586666666666,11017.749463,3185.8482766640386,36179.562999999995,596.462727,18522.670362,0.0
2012.0,"Fargo, ND-MN Metropolitan Statistical Area",154,19.96,%,Crude Prevalence,22020,156112.236,135026.402,200102.0,21085.834,44813.450934,27431.875737000002,43989.763999999996,5831.518847,11093.708710395373,34345.612476,99842.309,0.0,3531.332537471813,19.867077443354514,4515.9976032738,34339.612041,16097.993333333332,14372.48547,17342.173333333332,11351.783678200001,3185.8482766640386,36179.562999999995,564.555082,17013.174801,391.4155329606717
2013.0,"Fargo, ND-MN Metropolitan Statistical Area",235,21.55,%,Crude Prevalence,22020,165772.9999958515,143571.9999957605,212171.0,22201.000000091,47578.361998806075,27472.185999312685,46398.000004148504,6229.353000562076,11602.441556194419,35704.570999108844,105779.999994042,0.0,4220.361876257311,16.572573416423822,2260.0622114082,36461.43799908628,17063.816666666666,15499.019999613767,18786.84,11048.7105431,4051.92698983955,32595.730415602102,707.4947559999999,17256.829999486006,434.08882628906287
2014.0,"Fargo, ND-MN Metropolitan Statistical Area",219,19.97,%,Crude Prevalence,22020,168840.9999998659,145344.00000242726,216312.0,23496.9999974386,47626.07400001035,27646.81099998899,47471.000000134096,5519.688999988167,11954.951767593167,36674.77099999168,107898.053572868,0.0,0.0,16.89507138481966,2311.43974859,37492.38600000635,18107.026666666665,17622.327999991478,19950.140000000003,11265.608629600001,3664.6756254975835,33089.3794013445,626.8766889999999,17695.17579304366,481.25791410548953
2015.0,"Fargo, ND-MN Metropolitan Statistical Area",180,19.56,%,Crude Prevalence,22020,173838.0000006651,149180.9999947183,223490.0,24657.0000059468,47828.47000027809,28454.848000136837,49651.9999993349,5854.351999863019,12546.258229910549,37740.82300019754,111072.00000726958,0.0,1039.0019929615962,15.563860514303638,2271.7334055533,37779.62500023125,18688.013333333332,18138.779000083385,20582.353333333333,11765.953088400001,3685.464068531298,33926.8584428267,916.379978,18231.89272639712,532.8896136225746
2016.0,"Fargo, ND-MN Metropolitan Statistical Area",194,17.37,%,Crude Prevalence,22020,177136.9999997418,151336.0000020561,228291.0,25800.9999976857,48687.792999938094,27586.315999958497,51154.000000258195,6670.386000003824,13112.397155757777,44607.97099990003,113431.9999968381,0.0,1004.1860802132271,14.339328347959013,2279.4828387824,37431.34199997132,20193.79333333333,19366.075999978246,20193.79333333333,11929.591183999999,3793.449640208106,34537.109204932196,938.5810533547266,18315.679829900408,545.4830920881831
2017.0,"Fargo, ND-MN Metropolitan Statistical Area",279,22.38,%,Crude Prevalence,22020,181161.99999335123,154344.999996108,233836.0,26816.999997243198,52384.27699808295,28506.596751411806,52674.0000066488,5633.12500072824,13835.774023065162,45615.05030271984,116348.0000058776,2.058144,978.9465363556601,14.06453923975948,2598.8634419948003,34506.94699872025,22575.50963772091,20746.577292451177,21423.290311506105,12495.981084,3645.576939182005,35297.2050325708,1116.520632,13282.132651072663,601.4928055053185
2018.0,"Fargo, ND-MN Metropolitan Statistical Area",216,22.8,%,Crude Prevalence,22020,183840.000003574,155979.9999936203,238124.0,27860.0000099537,53875.702001047,27064.582269333107,54283.999996426,6435.151999577139,14725.95809578113,45255.81773494063,118143.99999509408,2.316274237807682,970.9907372615883,14.652653546430606,2693.2535467957996,36029.50600070091,21941.87779822552,22345.257970615014,21333.146062926335,12836.842666028999,4156.940187833069,35840.9869777445,1158.7050470000001,11614.60308658709,613.6320404372871
2019.0,"Fargo, ND-MN Metropolitan Statistical Area",175,22.29,%,Crude Prevalence,22020,186129.0000085134,157159.0000111128,241356.0,28969.9999974006,57069.235002645444,27398.873421661676,55226.9999914866,5361.52599927075,14295.5913632111,45818.81123302344,119819.99999566561,2.844592,955.3697902053211,13.342743625528803,2433.1334454576,32182.66000143273,22237.88054906163,22623.431318141105,21620.273685255026,13578.79485452793,4405.214695454713,36299.5802867823,1182.244976,9712.40176917906,636.1235773649157
2020.0,"Fargo, ND-MN Metropolitan Statistical Area",181,22.89,%,Crude Prevalence,22020,188811.9999946677,158604.99999676808,245471.0,30206.999997899602,57416.662998340835,30300.555288160736,56659.000005332295,5803.933000491206,14583.448995330258,47459.60512755042,121991.00000916419,3.806787438495976,926.949684095936,13.89481233659489,2402.8243731975,36588.960998975184,25593.990621005767,24698.49523940638,24455.885656553022,13424.061926928958,4696.812147392878,36796.4609063165,1104.349518,11506.795003541081,648.1830123498532
2021.0,"Fargo, ND-MN Metropolitan Statistical Area",211,22.26,%,Crude Prevalence,22020,189243.99999574877,157983.999991388,246145.0,31260.0000043608,60374.04999869282,33776.66185783264,56901.0000042512,5744.716000462342,10274.57305158731,42543.90686563424,122475.0000024809,4.033368614916081,901.7459828188123,14.124240209966878,2368.1314114642,36045.10799919712,29865.142532409267,23824.633841411967,25926.702241414627,13566.159964191502,4778.599587612388,36913.4744910034,1124.7180879999999,11828.75096089486,649.8037739293671
2022.0,"Fargo, ND-MN Metropolitan Statistical Area",220,23.58,%,Crude Prevalence,22020,191326.99998882838,158637.9999963062,248594.0,32688.9999925222,65868.32599615393,30949.545998192847,57267.00001117161,4899.809000955271,9867.999060271017,43119.02124327611,123575.999993768,4.453255156162175,834.3502305001354,15.37823358540094,2451.5960524402,42941.693997492664,28714.11727174511,24979.390998541418,25934.138561570813,14779.948900943073,4395.305238395345,37250.848888235,1277.901444,10451.183021281639,656.5663464015181
2011.0,"Farmington, NM Metropolitan Statistical Area",144,16.72,%,Crude Prevalence,22140,88753.66500000001,75595.77900000001,124131.0,13157.886,24939.779865000004,22365.92358,35377.335,7181.599005,12275.935245,11715.483780000002,62313.762,9.558087,25332.85714285714,51.141972,6951.336,20945.86494,16137.03,15265.63038,16964.57,11551.506729,2302.197261087986,50645.448,738.7035810000001,24795.415512000003,0.0
2012.0,"Farmington, NM Metropolitan Statistical Area",127,19.06,%,Crude Prevalence,22140,88753.66500000001,75595.77900000001,124131.0,13157.886,26448.59217,21389.633265,35377.335,12275.935245,13424.880814646804,11449.222785000002,62313.762,10.05212838,25332.85714285714,50.260523615570094,6613.297532799301,21389.633265,15723.259999999998,14999.369385000002,16137.03,12200.898055499998,2302.197261087986,50645.448,740.689677,24719.819733000004,859.386018729271
2012.0,"Fayetteville, NC Metropolitan Statistical Area",93,16.11,%,Crude Prevalence,22180,262876.9,229546.135,360355.0,33330.765,87403.71230400002,63563.346832,97478.1,25721.215776000005,40986.70786746729,31013.760307999997,185672.29200000002,35.87600768,24896.457249843974,78.44852266429672,12003.500803518,77291.52249199999,44892.5,51521.734424,51949.10666666667,32048.8559006,7568.291376034766,65900.264,2538.622594,48754.283032,2198.428931972668
2011.0,"Fayetteville-Springdale-Rogers, AR-MO Metropolitan Statistical Area",145,19.29,%,Crude Prevalence,22220,324620.08499999996,275592.448,441560.0,49027.637,90136.00611300001,65789.62782,116939.915,20012.799366,31164.491501,47306.438673,221656.693,11.436108,118438.3622325742,86.21606700000001,32571.674000000003,83485.19976300001,42949.49333333333,49637.969355,50106.96,30238.747996,7197.19952280854,169412.168,1446.895924,76899.05512100001,0.0
