Year,Locationabbr,Locationdesc,Response,Sample_Size,Data_value,Confidence_limit_Low,Confidence_limit_High,Display_order,Data_value_unit,Data_value_type,Data_Value_Footnote_Symbol,Data_Value_Footnote,LocationID,QuestionID,RESPONSEID,GeoLocation,cbsacode,metropolitandivisioncode,csacode,cbsatitle,metropolitanmicropolitanstatis,depression_twitter19,CENSUS2019POP,depression_twitter10,sample_size_twitter10,CENSUS2010POP
2012,37964.0,"Philadelphia, PA Metropolitan Division",Yes,485.0,17.84,15.8,19.88,41.0,%,Crude Prevalence,,,37964.0,ADDEPEV2,RESP046,"(40.1272286, -75.411253)",37980,37964.0,428.0,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Metropolitan Statistical Area,,,,,
2012,33874.0,"Montgomery County-Bucks County-Chester County, PA Metropolitan Division",Yes,198.0,15.13,12.48,17.78,41.0,%,Crude Prevalence,,,33874.0,ADDEPEV2,RESP046,"(40.169886, -75.313634)",37980,33874.0,428.0,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Metropolitan Statistical Area,,,,,
2012,38060.0,"Phoenix-Mesa-Scottsdale, AZ Metropolitan Statistical Area",Yes,479.0,18.18,16.12,20.24,41.0,%,Crude Prevalence,,,38060.0,ADDEPEV2,RESP046,"(33.1857602, -112.0678514)",38060,38060.0,429.0,"Phoenix-Mesa-Chandler, AZ",Metropolitan Statistical Area,,,,,
2012,38300.0,"Pittsburgh, PA Metropolitan Statistical Area",Yes,628.0,18.17,16.5,19.84,41.0,%,Crude Prevalence,,,38300.0,ADDEPEV2,RESP046,"(40.4343404, -79.8280504)",38300,38300.0,430.0,"Pittsburgh, PA",Metropolitan Statistical Area,,,,,
2012,38660.0,"Ponce, PR Metropolitan Statistical Area",Yes,80.0,14.65,11.14,18.16,40.0,%,Crude Prevalence,,,38660.0,ADDEPEV2,RESP046,"(20.464, -67.442)",38660,38660.0,434.0,"Ponce, PR",Metropolitan Statistical Area,,,,,
2012,38860.0,"Portland-South Portland, ME Metropolitan Statistical Area",Yes,719.0,22.44,20.68,24.2,41.0,%,Crude Prevalence,,,38860.0,ADDEPEV2,RESP046,"(43.6514083, -70.418375)",38860,38860.0,438.0,"Portland-South Portland, ME",Metropolitan Statistical Area,,,,,
2012,38900.0,"Portland-Vancouver-Hillsboro, OR-WA Metropolitan Statistical Area",Yes,738.0,21.93,20.03,23.83,41.0,%,Crude Prevalence,,,38900.0,ADDEPEV2,RESP046,"(45.6006149, -122.4843312)",38900,38900.0,440.0,"Portland-Vancouver-Hillsboro, OR-WA",Metropolitan Statistical Area,,,,,
2012,39300.0,"Providence-Warwick, RI-MA Metropolitan Statistical Area",Yes,1762.0,20.12,18.79,21.45,41.0,%,Crude Prevalence,,,39300.0,ADDEPEV2,RESP046,"(41.7041016, -71.2859559)",39300,39300.0,148.0,"Providence-Warwick, RI-MA",Metropolitan Statistical Area,,,,,
2012,39340.0,"Provo-Orem, UT Metropolitan Statistical Area",Yes,339.0,19.07,16.82,21.32,41.0,%,Crude Prevalence,,,39340.0,ADDEPEV2,RESP046,"(39.8720611, -112.3590475)",39340,39340.0,482.0,"Provo-Orem-Lehi, UT",Metropolitan Statistical Area,,,,,
2012,39580.0,"Raleigh, NC Metropolitan Statistical Area",Yes,150.0,15.16,12.46,17.86,41.0,%,Crude Prevalence,,,39580.0,ADDEPEV2,RESP046,"(35.7567393, -78.4604386)",39580,39580.0,450.0,"Raleigh-Cary, NC",Metropolitan Statistical Area,,,,,
2012,39660.0,"Rapid City, SD Metropolitan Statistical Area",Yes,193.0,17.44,14.34,20.54,41.0,%,Crude Prevalence,,,39660.0,ADDEPEV2,RESP046,"(44.315478, -102.7683731)",39660,39660.0,452.0,"Rapid City, SD",Metropolitan Statistical Area,,,,,
2012,39900.0,"Reno, NV Metropolitan Statistical Area",Yes,277.0,18.79,15.81,21.77,41.0,%,Crude Prevalence,,,39900.0,ADDEPEV2,RESP046,"(40.5011002, -119.7315178)",39900,39900.0,456.0,"Reno, NV",Metropolitan Statistical Area,,,,,
2012,40060.0,"Richmond, VA Metropolitan Statistical Area",Yes,140.0,13.87,10.85,16.89,41.0,%,Crude Prevalence,,,40060.0,ADDEPEV2,RESP046,"(37.5227248, -77.5210138)",40060,40060.0,,"Richmond, VA",Metropolitan Statistical Area,,,,,
2012,40140.0,"Riverside-San Bernardino-Ontario, CA Metropolitan Statistical Area",Yes,212.0,11.55,9.49,13.61,41.0,%,Crude Prevalence,,,40140.0,ADDEPEV2,RESP046,"(34.5375294, -116.1309093)",40140,40140.0,348.0,"Riverside-San Bernardino-Ontario, CA",Metropolitan Statistical Area,,,,,
2012,40860.0,"Rutland, VT Micropolitan Statistical Area",Yes,131.0,25.11,20.31,29.91,41.0,%,Crude Prevalence,,,40860.0,ADDEPEV2,RESP046,"(43.5808351, -73.0381951)",40860,40860.0,,"Rutland, VT",Micropolitan Statistical Area,,,,,
2012,40900.0,"Sacramento--Roseville--Arden-Arcade, CA Metropolitan Statistical Area",Yes,123.0,10.6,7.91,13.29,41.0,%,Crude Prevalence,,,40900.0,ADDEPEV2,RESP046,"(38.7896728, -121.0057373)",40900,40900.0,472.0,"Sacramento-Roseville-Folsom, CA",Metropolitan Statistical Area,,,,,
2012,41180.0,"St. Louis, MO-IL Metropolitan Statistical Area",Yes,386.0,16.91,14.71,19.11,41.0,%,Crude Prevalence,,,41180.0,ADDEPEV2,RESP046,"(38.6694602, -90.395932)",41180,41180.0,476.0,"St. Louis, MO-IL",Metropolitan Statistical Area,,,,,
2012,41540.0,"Salisbury, MD-DE Metropolitan Statistical Area",Yes,315.0,15.39,12.78,18.0,41.0,%,Crude Prevalence,,,41540.0,ADDEPEV2,RESP046,"(38.371571, -75.595082)",41540,41540.0,480.0,"Salisbury, MD",Metropolitan Statistical Area,,,,,
2012,41620.0,"Salt Lake City, UT Metropolitan Statistical Area",Yes,1038.0,22.59,20.98,24.2,41.0,%,Crude Prevalence,,,41620.0,ADDEPEV2,RESP046,"(40.553973, -112.6636578)",41620,41620.0,482.0,"Salt Lake City-Murray, UT",Metropolitan Statistical Area,,,,,
2012,41700.0,"San Antonio-New Braunfels, TX Metropolitan Statistical Area",Yes,136.0,15.98,12.65,19.31,41.0,%,Crude Prevalence,,,41700.0,ADDEPEV2,RESP046,"(29.4330549, -98.6069656)",41700,41700.0,484.0,"San Antonio-New Braunfels, TX",Metropolitan Statistical Area,,,,,
2012,41740.0,"San Diego-Carlsbad, CA Metropolitan Statistical Area",Yes,148.0,11.49,8.88,14.1,41.0,%,Crude Prevalence,,,41740.0,ADDEPEV2,RESP046,"(33.0235993, -116.7761055)",41740,41740.0,,"San Diego-Chula Vista-Carlsbad, CA",Metropolitan Statistical Area,,,,,
2012,36084.0,"Oakland-Hayward-Berkeley, CA Metropolitan Division",Yes,151.0,11.82,9.27,14.37,41.0,%,Crude Prevalence,,,36084.0,ADDEPEV2,RESP046,"(37.782952, -121.908961)",41860,36084.0,488.0,"San Francisco-Oakland-Fremont, CA",Metropolitan Statistical Area,,,,,
2012,41884.0,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",Yes,78.0,10.86,7.72,14.0,41.0,%,Crude Prevalence,,,41884.0,ADDEPEV2,RESP046,"(37.775761, -122.537944)",41860,41884.0,488.0,"San Francisco-Oakland-Fremont, CA",Metropolitan Statistical Area,,,,,
2012,41940.0,"San Jose-Sunnyvale-Santa Clara, CA Metropolitan Statistical Area",Yes,84.0,11.34,8.22,14.46,41.0,%,Crude Prevalence,,,41940.0,ADDEPEV2,RESP046,"(36.9084669, -121.3713591)",41940,41940.0,488.0,"San Jose-Sunnyvale-Santa Clara, CA",Metropolitan Statistical Area,,,,,
2012,41980.0,"San Juan-Carolina-Caguas, PR Metropolitan Statistical Area",Yes,652.0,16.1,14.79,17.41,41.0,%,Crude Prevalence,,,41980.0,ADDEPEV2,RESP046,"(20.778, -67.051)",41980,41980.0,490.0,"San Juan-Bayamón-Caguas, PR",Metropolitan Statistical Area,,,,,
2012,42140.0,"Santa Fe, NM Metropolitan Statistical Area",Yes,142.0,19.42,16.01,22.83,41.0,%,Crude Prevalence,,,42140.0,ADDEPEV2,RESP046,"(35.5137249, -105.9664292)",42140,42140.0,105.0,"Santa Fe, NM",Metropolitan Statistical Area,,,,,
2012,42380.0,"Sayre, PA Micropolitan Statistical Area",Yes,266.0,15.64,11.31,19.97,41.0,%,Crude Prevalence,,,42380.0,ADDEPEV2,RESP046,"(41.829722, -76.526197)",42380,42380.0,,"Sayre, PA",Micropolitan Statistical Area,,,,,
2012,42420.0,"Scottsbluff, NE Micropolitan Statistical Area",Yes,107.0,17.27,12.51,22.03,41.0,%,Crude Prevalence,,,42420.0,ADDEPEV2,RESP046,"(41.6992687, -103.7085922)",42420,42420.0,,"Scottsbluff, NE",Micropolitan Statistical Area,,,,,
2012,42540.0,"Scranton--Wilkes-Barre--Hazleton, PA Metropolitan Statistical Area",Yes,130.0,19.46,15.58,23.34,41.0,%,Crude Prevalence,,,42540.0,ADDEPEV2,RESP046,"(41.3228724, -75.8981857)",42540,42540.0,,"Scranton--Wilkes-Barre, PA",Metropolitan Statistical Area,,,,,
2012,42644.0,"Seattle-Bellevue-Everett, WA Metropolitan Division",Yes,1090.0,21.29,19.8,22.78,41.0,%,Crude Prevalence,,,42644.0,ADDEPEV2,RESP046,"(47.7622016, -121.7814971)",42660,42644.0,500.0,"Seattle-Tacoma-Bellevue, WA",Metropolitan Statistical Area,,,,,
2012,45104.0,"Tacoma-Lakewood, WA Metropolitan Division",Yes,286.0,24.91,21.58,28.24,41.0,%,Crude Prevalence,,,45104.0,ADDEPEV2,RESP046,"(47.0514309, -122.1532138)",42660,45104.0,500.0,"Seattle-Tacoma-Bellevue, WA",Metropolitan Statistical Area,,,,,
2012,43340.0,"Shreveport-Bossier City, LA Metropolitan Statistical Area",Yes,83.0,13.93,10.26,17.6,41.0,%,Crude Prevalence,,,43340.0,ADDEPEV2,RESP046,"(32.4376764, -93.7448769)",43340,43340.0,508.0,"Shreveport-Bossier City, LA",Metropolitan Statistical Area,,,,,
2012,43580.0,"Sioux City, IA-NE-SD Metropolitan Statistical Area",Yes,182.0,16.85,11.87,21.83,41.0,%,Crude Prevalence,,,43580.0,ADDEPEV2,RESP046,"(42.5129343, -96.4389408)",43580,43580.0,512.0,"Sioux City, IA-NE-SD",Metropolitan Statistical Area,,,,,
2012,43620.0,"Sioux Falls, SD Metropolitan Statistical Area",Yes,231.0,15.48,13.11,17.85,41.0,%,Crude Prevalence,,,43620.0,ADDEPEV2,RESP046,"(43.495413, -96.9953301)",43620,43620.0,,"Sioux Falls, SD-MN",Metropolitan Statistical Area,,,,,
2012,43900.0,"Spartanburg, SC Metropolitan Statistical Area",Yes,170.0,25.23,20.76,29.7,41.0,%,Crude Prevalence,,,43900.0,ADDEPEV2,RESP046,"(34.9332324, -81.9910494)",43900,43900.0,273.0,"Spartanburg, SC",Metropolitan Statistical Area,,,,,
2012,44060.0,"Spokane-Spokane Valley, WA Metropolitan Statistical Area",Yes,241.0,21.59,18.36,24.82,41.0,%,Crude Prevalence,,,44060.0,ADDEPEV2,RESP046,"(47.6203691, -117.4033574)",44060,44060.0,518.0,"Spokane-Spokane Valley, WA",Metropolitan Statistical Area,,,,,
2012,44140.0,"Springfield, MA Metropolitan Statistical Area",Yes,575.0,25.06,22.3,27.82,41.0,%,Crude Prevalence,,,44140.0,ADDEPEV2,RESP046,"(42.3644217, -72.6169632)",44140,44140.0,521.0,"Springfield, MA",Metropolitan Statistical Area,,,,,
2012,45300.0,"Tampa-St. Petersburg-Clearwater, FL Metropolitan Statistical Area",Yes,141.0,16.59,12.98,20.2,41.0,%,Crude Prevalence,,,45300.0,ADDEPEV2,RESP046,"(28.1259019, -82.4652824)",45300,45294.0,,"Tampa-St. Petersburg-Clearwater, FL",Metropolitan Statistical Area,,,,,
2012,45300.0,"Tampa-St. Petersburg-Clearwater, FL Metropolitan Statistical Area",Yes,141.0,16.59,12.98,20.2,41.0,%,Crude Prevalence,,,45300.0,ADDEPEV2,RESP046,"(28.1259019, -82.4652824)",45300,41304.0,,"Tampa-St. Petersburg-Clearwater, FL",Metropolitan Statistical Area,,,,,
2012,45780.0,"Toledo, OH Metropolitan Statistical Area",Yes,195.0,19.38,15.01,23.75,41.0,%,Crude Prevalence,,,45780.0,ADDEPEV2,RESP046,"(41.5551736, -83.5171522)",45780,45780.0,,"Toledo, OH",Metropolitan Statistical Area,,,,,
2012,45820.0,"Topeka, KS Metropolitan Statistical Area",Yes,201.0,18.93,15.93,21.93,41.0,%,Crude Prevalence,,,45820.0,ADDEPEV2,RESP046,"(39.0413819, -95.8026315)",45820,45820.0,,"Topeka, KS",Metropolitan Statistical Area,,,,,
2012,45860.0,"Torrington, CT Micropolitan Statistical Area",Yes,112.0,16.77,12.95,20.59,40.0,%,Crude Prevalence,,,45860.0,ADDEPEV2,RESP046,"(41.727851, -73.187494)",45860,45860.0,405.0,"Torrington, CT",Micropolitan Statistical Area,,,,,
2012,45940.0,"Trenton, NJ Metropolitan Statistical Area",Yes,97.0,16.23,11.8,20.66,40.0,%,Crude Prevalence,,,45940.0,ADDEPEV2,RESP046,"(40.2824946, -74.7037224)",45940,45940.0,408.0,"Trenton-Princeton, NJ",Metropolitan Statistical Area,,,,,
2012,46060.0,"Tucson, AZ Metropolitan Statistical Area",Yes,211.0,20.89,17.36,24.42,41.0,%,Crude Prevalence,,,46060.0,ADDEPEV2,RESP046,"(32.1282325, -111.7830068)",46060,46060.0,536.0,"Tucson, AZ",Metropolitan Statistical Area,,,,,
2012,46140.0,"Tulsa, OK Metropolitan Statistical Area",Yes,399.0,22.38,19.85,24.91,41.0,%,Crude Prevalence,,,46140.0,ADDEPEV2,RESP046,"(36.2487143, -96.1638793)",46140,46140.0,538.0,"Tulsa, OK",Metropolitan Statistical Area,,,,,
2012,46220.0,"Tuscaloosa, AL Metropolitan Statistical Area",Yes,129.0,22.05,16.48,27.62,40.0,%,Crude Prevalence,,,46220.0,ADDEPEV2,RESP046,"(33.0571499, -87.6621373)",46220,46220.0,,"Tuscaloosa, AL",Metropolitan Statistical Area,,,,,
2012,46520.0,"Urban Honolulu, HI Metropolitan Statistical Area",Yes,503.0,10.71,9.36,12.06,41.0,%,Crude Prevalence,,,46520.0,ADDEPEV2,RESP046,"(27.606, -105.718)",46520,46520.0,,"Urban Honolulu, HI",Metropolitan Statistical Area,,,,,
2012,47220.0,"Vineland-Bridgeton, NJ Metropolitan Statistical Area",Yes,107.0,15.22,11.01,19.43,41.0,%,Crude Prevalence,,,47220.0,ADDEPEV2,RESP046,"(39.428284, -75.087728)",47220,47220.0,428.0,"Vineland, NJ",Metropolitan Statistical Area,,,,,
2012,47260.0,"Virginia Beach-Norfolk-Newport News, VA-NC Metropolitan Statistical Area",Yes,239.0,16.65,13.89,19.41,41.0,%,Crude Prevalence,,,47260.0,ADDEPEV2,RESP046,"(36.9178599, -76.3705891)",47260,47260.0,545.0,"Virginia Beach-Chesapeake-Norfolk, VA-NC",Metropolitan Statistical Area,,,,,
2012,48620.0,"Wichita, KS Metropolitan Statistical Area",Yes,400.0,16.84,14.86,18.82,41.0,%,Crude Prevalence,,,48620.0,ADDEPEV2,RESP046,"(37.6385773, -97.2460297)",48620,48620.0,556.0,"Wichita, KS",Metropolitan Statistical Area,,,,,
2012,49180.0,"Winston-Salem, NC Metropolitan Statistical Area",Yes,156.0,21.62,17.78,25.46,41.0,%,Crude Prevalence,,,49180.0,ADDEPEV2,RESP046,"(36.18517018921, -80.396933365477)",49180,49180.0,268.0,"Winston-Salem, NC",Metropolitan Statistical Area,,,,,
2012,49340.0,"Worcester, MA-CT Metropolitan Statistical Area",Yes,601.0,19.26,17.16,21.36,41.0,%,Crude Prevalence,,,49340.0,ADDEPEV2,RESP046,"(42.3116848, -71.9402811)",49340,49340.0,148.0,"Worcester, MA",Metropolitan Statistical Area,,,,,
2012,49420.0,"Yakima, WA Metropolitan Statistical Area",Yes,137.0,26.51,21.0,32.02,40.0,%,Crude Prevalence,,,49420.0,ADDEPEV2,RESP046,"(46.456846, -120.738703)",49420,49420.0,,"Yakima, WA",Metropolitan Statistical Area,,,,,
2012,49660.0,"Youngstown-Warren-Boardman, OH-PA Metropolitan Statistical Area",Yes,177.0,17.73,14.01,21.45,41.0,%,Crude Prevalence,,,49660.0,ADDEPEV2,RESP046,"(41.2362934, -80.5618643)",49660,49660.0,566.0,"Youngstown-Warren, OH",Metropolitan Statistical Area,,,,,
2013,10380.0,"Aguadilla-Isabela, PR Metropolitan Statistical Area",Yes,120.0,17.3,13.62,20.98,49.0,%,Crude Prevalence,,,10380.0,ADDEPEV2,RESP046,"(20.795, -67.847)",10380,10380.0,364.0,"Aguadilla, PR",Metropolitan Statistical Area,,,,,
2013,10420.0,"Akron, OH Metropolitan Statistical Area",Yes,147.0,22.55,17.63,27.47,49.0,%,Crude Prevalence,,,10420.0,ADDEPEV2,RESP046,"(41.1466315, -81.3501066)",10420,10420.0,184.0,"Akron, OH",Metropolitan Statistical Area,,,,,
2013,10740.0,"Albuquerque, NM Metropolitan Statistical Area",Yes,437.0,20.25,18.05,22.45,49.0,%,Crude Prevalence,,,10740.0,ADDEPEV2,RESP046,"(35.1165976, -106.4565247)",10740,10740.0,105.0,"Albuquerque, NM",Metropolitan Statistical Area,,,,,
2013,10900.0,"Allentown-Bethlehem-Easton, PA-NJ Metropolitan Statistical Area",Yes,195.0,19.18,15.5,22.86,49.0,%,Crude Prevalence,,,10900.0,ADDEPEV2,RESP046,"(40.7892985, -75.3983269)",10900,10900.0,106.0,"Allentown-Bethlehem-Easton, PA-NJ",Metropolitan Statistical Area,,,,,
2013,11260.0,"Anchorage, AK Metropolitan Statistical Area",Yes,266.0,16.47,14.08,18.86,49.0,%,Crude Prevalence,,,11260.0,ADDEPEV2,RESP046,"(26.936, -114.896)",11260,11260.0,,"Anchorage, AK",Metropolitan Statistical Area,,,,,
2013,12060.0,"Atlanta-Sandy Springs-Roswell, GA Metropolitan Statistical Area",Yes,561.0,15.61,14.04,17.18,49.0,%,Crude Prevalence,,,12060.0,ADDEPEV2,RESP046,"(33.6952845, -84.4389383)",12060,12054.0,122.0,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area,,,,,
2013,12060.0,"Atlanta-Sandy Springs-Roswell, GA Metropolitan Statistical Area",Yes,561.0,15.61,14.04,17.18,49.0,%,Crude Prevalence,,,12060.0,ADDEPEV2,RESP046,"(33.6952845, -84.4389383)",12060,31924.0,122.0,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area,,,,,
2013,12260.0,"Augusta-Richmond County, GA-SC Metropolitan Statistical Area",Yes,163.0,16.7,13.07,20.33,49.0,%,Crude Prevalence,,,12260.0,ADDEPEV2,RESP046,"(33.4372136, -81.9561532)",12260,12260.0,,"Augusta-Richmond County, GA-SC",Metropolitan Statistical Area,,,,,
2013,12420.0,"Austin-Round Rock, TX Metropolitan Statistical Area",Yes,163.0,17.45,14.08,20.82,49.0,%,Crude Prevalence,,,12420.0,ADDEPEV2,RESP046,"(30.2395076, -97.6912621)",12420,12420.0,,"Austin-Round Rock-San Marcos, TX",Metropolitan Statistical Area,,,,,
2013,12580.0,"Baltimore-Columbia-Towson, MD Metropolitan Statistical Area",Yes,855.0,17.52,15.95,19.09,49.0,%,Crude Prevalence,,,12580.0,ADDEPEV2,RESP046,"(39.3043531, -76.5494987)",12580,12580.0,548.0,"Baltimore-Columbia-Towson, MD",Metropolitan Statistical Area,,,,,
2013,12940.0,"Baton Rouge, LA Metropolitan Statistical Area",Yes,157.0,15.76,12.29,19.23,49.0,%,Crude Prevalence,,,12940.0,ADDEPEV2,RESP046,"(30.5708797, -91.1346142)",12940,12940.0,132.0,"Baton Rouge, LA",Metropolitan Statistical Area,,,,,
2013,13740.0,"Billings, MT Metropolitan Statistical Area",Yes,189.0,23.19,19.92,26.46,49.0,%,Crude Prevalence,,,13740.0,ADDEPEV2,RESP046,"(45.6424248, -108.599649)",13740,13740.0,,"Billings, MT",Metropolitan Statistical Area,,,,,
2013,13820.0,"Birmingham-Hoover, AL Metropolitan Statistical Area",Yes,328.0,21.89,19.11,24.67,49.0,%,Crude Prevalence,,,13820.0,ADDEPEV2,RESP046,"(33.4623655, -86.8143329)",13820,13820.0,142.0,"Birmingham, AL",Metropolitan Statistical Area,,,,,
2013,13900.0,"Bismarck, ND Metropolitan Statistical Area",Yes,178.0,16.66,13.86,19.46,49.0,%,Crude Prevalence,,,13900.0,ADDEPEV2,RESP046,"(46.8373476, -100.9054398)",13900,13900.0,,"Bismarck, ND",Metropolitan Statistical Area,,,,,
2013,14260.0,"Boise City, ID Metropolitan Statistical Area",Yes,307.0,20.9,18.1,23.7,49.0,%,Crude Prevalence,,,14260.0,ADDEPEV2,RESP046,"(43.0066426, -116.141896)",14260,14260.0,147.0,"Boise City, ID",Metropolitan Statistical Area,,,,,
2013,14454.0,"Boston, MA Metropolitan Division",Yes,847.0,18.16,16.32,20.0,49.0,%,Crude Prevalence,,,14454.0,ADDEPEV2,RESP046,"(42.0625412, -70.8754256)",14460,14454.0,148.0,"Boston-Cambridge-Newton, MA-NH",Metropolitan Statistical Area,,,,,
2013,15764.0,"Cambridge-Newton-Framingham, MA Metropolitan Division",Yes,1043.0,17.67,16.02,19.32,49.0,%,Crude Prevalence,,,15764.0,ADDEPEV2,RESP046,"(42.4794683, -71.3965063)",14460,15764.0,148.0,"Boston-Cambridge-Newton, MA-NH",Metropolitan Statistical Area,,,,,
2013,40484.0,"Rockingham County-Strafford County, NH Metropolitan Division",Yes,352.0,22.28,19.56,25.0,49.0,%,Crude Prevalence,,,40484.0,ADDEPEV2,RESP046,"(43.0866404, -71.069839)",14460,40484.0,148.0,"Boston-Cambridge-Newton, MA-NH",Metropolitan Statistical Area,,,,,
2013,15380.0,"Buffalo-Cheektowaga-Niagara Falls, NY Metropolitan Statistical Area",Yes,84.0,13.63,10.18,17.08,49.0,%,Crude Prevalence,,,15380.0,ADDEPEV2,RESP046,"(43.0443626, -78.777332)",15380,15380.0,160.0,"Buffalo-Cheektowaga, NY",Metropolitan Statistical Area,,,,,
2013,15540.0,"Burlington-South Burlington, VT Metropolitan Statistical Area",Yes,376.0,23.38,20.77,25.99,49.0,%,Crude Prevalence,,,15540.0,ADDEPEV2,RESP046,"(44.6891078, -73.0411693)",15540,15540.0,162.0,"Burlington-South Burlington, VT",Metropolitan Statistical Area,,,,,
2013,16300.0,"Cedar Rapids, IA Metropolitan Statistical Area",Yes,122.0,20.92,16.59,25.25,49.0,%,Crude Prevalence,,,16300.0,ADDEPEV2,RESP046,"(42.0855843, -91.6304636)",16300,16300.0,168.0,"Cedar Rapids, IA",Metropolitan Statistical Area,,,,,
2013,16620.0,"Charleston, WV Metropolitan Statistical Area",Yes,201.0,23.77,20.36,27.18,49.0,%,Crude Prevalence,,,16620.0,ADDEPEV2,RESP046,"(38.2894939, -81.6598481)",16620,16620.0,170.0,"Charleston, WV",Metropolitan Statistical Area,,,,,
2013,16700.0,"Charleston-North Charleston, SC Metropolitan Statistical Area",Yes,294.0,18.67,15.98,21.36,49.0,%,Crude Prevalence,,,16700.0,ADDEPEV2,RESP046,"(33.0153769, -80.0107744)",16700,16700.0,,"Charleston-North Charleston, SC",Metropolitan Statistical Area,,,,,
2013,16740.0,"Charlotte-Concord-Gastonia, NC-SC Metropolitan Statistical Area",Yes,380.0,18.33,16.08,20.58,49.0,%,Crude Prevalence,,,16740.0,ADDEPEV2,RESP046,"(35.1091293, -80.7322679)",16740,16740.0,172.0,"Charlotte-Concord-Gastonia, NC-SC",Metropolitan Statistical Area,,,,,
2013,16860.0,"Chattanooga, TN-GA Metropolitan Statistical Area",Yes,109.0,19.11,14.5,23.72,49.0,%,Crude Prevalence,,,16860.0,ADDEPEV2,RESP046,"(35.0489417, -85.3619225)",16860,16860.0,174.0,"Chattanooga, TN-GA",Metropolitan Statistical Area,,,,,
2013,16980.0,"Chicago-Naperville-Elgin, IL-IN-WI Metropolitan Statistical Area",Yes,552.0,15.0,13.33,16.67,49.0,%,Crude Prevalence,,,16980.0,ADDEPEV2,RESP046,"(41.8235136, -87.8282909)",16980,16984.0,176.0,"Chicago-Naperville-Elgin, IL-IN",Metropolitan Statistical Area,,,,,
2013,16980.0,"Chicago-Naperville-Elgin, IL-IN-WI Metropolitan Statistical Area",Yes,552.0,15.0,13.33,16.67,49.0,%,Crude Prevalence,,,16980.0,ADDEPEV2,RESP046,"(41.8235136, -87.8282909)",16980,20994.0,176.0,"Chicago-Naperville-Elgin, IL-IN",Metropolitan Statistical Area,,,,,
2013,16980.0,"Chicago-Naperville-Elgin, IL-IN-WI Metropolitan Statistical Area",Yes,552.0,15.0,13.33,16.67,49.0,%,Crude Prevalence,,,16980.0,ADDEPEV2,RESP046,"(41.8235136, -87.8282909)",16980,29404.0,176.0,"Chicago-Naperville-Elgin, IL-IN",Metropolitan Statistical Area,,,,,
2013,16980.0,"Chicago-Naperville-Elgin, IL-IN-WI Metropolitan Statistical Area",Yes,552.0,15.0,13.33,16.67,49.0,%,Crude Prevalence,,,16980.0,ADDEPEV2,RESP046,"(41.8235136, -87.8282909)",16980,29414.0,176.0,"Chicago-Naperville-Elgin, IL-IN",Metropolitan Statistical Area,,,,,
2013,17140.0,"Cincinnati, OH-KY-IN Metropolitan Statistical Area",Yes,544.0,20.14,17.85,22.43,49.0,%,Crude Prevalence,,,17140.0,ADDEPEV2,RESP046,"(39.0785757, -84.4635032)",17140,17140.0,178.0,"Cincinnati, OH-KY-IN",Metropolitan Statistical Area,,,,,
2013,17820.0,"Colorado Springs, CO Metropolitan Statistical Area",Yes,290.0,21.08,18.36,23.8,49.0,%,Crude Prevalence,,,17820.0,ADDEPEV2,RESP046,"(38.8454601, -104.6390585)",17820,17820.0,,"Colorado Springs, CO",Metropolitan Statistical Area,,,,,
2013,17900.0,"Columbia, SC Metropolitan Statistical Area",Yes,271.0,18.63,15.75,21.51,49.0,%,Crude Prevalence,,,17900.0,ADDEPEV2,RESP046,"(34.0841683, -81.0405942)",17900,17900.0,192.0,"Columbia, SC",Metropolitan Statistical Area,,,,,
2013,18140.0,"Columbus, OH Metropolitan Statistical Area",Yes,431.0,23.43,20.92,25.94,49.0,%,Crude Prevalence,,,18140.0,ADDEPEV2,RESP046,"(40.0399613, -82.9364058)",18140,18140.0,198.0,"Columbus, OH",Metropolitan Statistical Area,,,,,
2013,18880.0,"Crestview-Fort Walton Beach-Destin, FL Metropolitan Statistical Area",Yes,214.0,18.65,15.34,21.96,49.0,%,Crude Prevalence,,,18880.0,ADDEPEV2,RESP046,"(30.76183, -86.57102)",18880,18880.0,,"Crestview-Fort Walton Beach-Destin, FL",Metropolitan Statistical Area,,,,,
2013,23104.0,"Fort Worth-Arlington, TX Metropolitan Division",Yes,168.0,18.81,15.07,22.55,49.0,%,Crude Prevalence,,,23104.0,ADDEPEV2,RESP046,"(32.8073735, -97.537101)",19100,23104.0,206.0,"Dallas-Fort Worth-Arlington, TX",Metropolitan Statistical Area,,,,,
2013,19124.0,"Dallas-Plano-Irving, TX Metropolitan Division",Yes,141.0,13.98,11.33,16.63,49.0,%,Crude Prevalence,,,19124.0,ADDEPEV2,RESP046,"(32.8993882, -96.5709024)",19100,19124.0,206.0,"Dallas-Fort Worth-Arlington, TX",Metropolitan Statistical Area,,,,,
