Locationabbr,Locationdesc,year,Sample_Size,Data_value,Data_value_unit,Data_value_type,countyname_combined,fips_combined,adult_population,adult_population18_65,population,total_65_and_older,total_adult_obesity,total_adult_smoking,total_below_18_years_of_age,total_children_in_poverty,total_children_in_single-parent_households,total_excessive_drinking,total_female,total_homicides,total_mental_health_providers,total_motor_vehicle_crash_deaths,total_not_proficient_in_english,total_physical_inactivity,total_poor_mental_health_days,total_poor_or_fair_health,total_poor_physical_health_days,total_premature_death,total_primary_care_physicians,total_rural,total_sexually_transmitted_infections,total_uninsured_adults,total_violent_crime
18140,"Columbus, OH Metropolitan Statistical Area",2016.0,350,20.12,%,Crude Prevalence,DELAWARE; FAIRFIELD; FRANKLIN; LICKING; MADISON; MORROW; PICKAWAY; UNION,39041; 39045; 39049; 39089; 39097; 39117; 39129; 39159,1465356.9999714608,1236324.000004145,1929999.0,229032.9999673157,433312.549991355,265949.8779945084,464642.0000285393,94781.91300739216,157496.5795397046,282538.1479944686,981207.9999671171,114.01641699999999,16236.279265835561,180.172456585318,29647.1935782936,355854.0359931016,252882.31999999998,227729.46799497632,236333.66,135345.482224,25228.509012431532,273319.2900669236,9862.44514597803,199547.17608182057,7001.6449195730875
18140,"Columbus, OH Metropolitan Statistical Area",2017.0,429,22.79,%,Crude Prevalence,DELAWARE; FAIRFIELD; FRANKLIN; LICKING; MADISON; MORROW; PICKAWAY; UNION,39041; 39045; 39049; 39089; 39097; 39117; 39129; 39159,1487947.999928489,1250562.9999014935,1957156.0,237385.0000269954,450841.33897865785,278715.7672625424,469208.000071511,92814.43501628723,159262.9940574149,293475.98907350336,994685.9999645483,116.258438,14933.905280191751,181.7952703255841,30712.967098984198,342656.27098392916,249512.6873463323,214570.8811988659,230370.44381164116,135137.879855,25333.434509903404,275450.5079596346,10366.701871,148739.33699933463,6328.617890100802
18140,"Columbus, OH Metropolitan Statistical Area",2018.0,341,20.97,%,Crude Prevalence,DELAWARE; FAIRFIELD; FRANKLIN; LICKING; MADISON; MORROW; PICKAWAY; UNION,39041; 39045; 39049; 39089; 39097; 39117; 39129; 39159,1505286.0000482777,1259598.000079746,1977253.0,245687.9999685319,450485.9870140968,284457.3468446394,471966.99995172233,91690.00898686895,163086.00298210542,293715.4065552103,1004495.0000500565,118.43073700868422,13672.691447016306,191.04033370348412,31799.4265894855,358361.50201137783,263561.5261850896,225751.0953691723,230557.28423571654,138207.3564021132,26183.360781860043,277792.2233206915,11455.454228,121289.65569277211,6392.742982071875
18140,"Columbus, OH Metropolitan Statistical Area",2019.0,354,21.88,%,Crude Prevalence,DELAWARE; FAIRFIELD; FRANKLIN; LICKING; MADISON; MORROW; PICKAWAY; UNION,39041; 39045; 39049; 39089; 39097; 39117; 39129; 39159,1536838.9999348968,1278777.9999410878,2014227.0,258060.99999380883,457496.50798129756,290365.3570440786,477388.00006510346,85972.36801263923,165329.05915238048,299916.3978075341,1023386.000027298,125.26900099999999,12146.620644460425,195.53065530807297,33359.1385383199,339391.63098615065,268521.0673704899,230475.1756109833,234851.9011608126,149390.1604515516,26744.41110993942,281157.6087699368,12295.754076999998,106325.2029857969,6248.3309555225915
18140,"Columbus, OH Metropolitan Statistical Area",2020.0,457,21.38,%,Crude Prevalence,DELAWARE; FAIRFIELD; FRANKLIN; LICKING; MADISON; MORROW; PICKAWAY; UNION,39041; 39045; 39049; 39089; 39097; 39117; 39129; 39159,1561640.000049118,1293497.0000662454,2042123.0,268142.9999828723,476188.2470148463,297382.1477221073,480482.99995088205,84441.2569903938,166238.26688762073,322667.3685103162,1036906.9999640072,128.9080414233636,10958.51240161815,195.27599005787943,34617.173475010604,368611.62001158943,288959.77256546123,248258.35169317972,258348.200013423,153429.71190722566,26960.046872562343,284398.4509406315,11893.495792000002,109564.0287142012,6335.434571926931
18140,"Columbus, OH Metropolitan Statistical Area",2021.0,422,22.25,%,Crude Prevalence,DELAWARE; FAIRFIELD; FRANKLIN; LICKING; MADISON; MORROW; PICKAWAY; UNION,39041; 39045; 39049; 39089; 39097; 39117; 39129; 39159,1576130.000045417,1298201.0000781394,2057873.0,277928.9999672778,494905.46701422485,305034.60202451056,481742.9999545829,73799.66499255213,125599.87686293457,283692.5011272509,1044926.9999868476,131.6023647549898,10495.28911893779,199.18075626972777,36259.4681590834,360399.2690102985,312109.2660757601,252764.26213260271,255978.37146660683,156851.4602688606,27308.811124504336,287443.4425961249,12580.516029999999,120917.49420906728,6372.590409297921
18140,"Columbus, OH Metropolitan Statistical Area",2022.0,560,22.27,%,Crude Prevalence,DELAWARE; FAIRFIELD; FRANKLIN; LICKING; MADISON; MORROW; PICKAWAY; UNION,39041; 39045; 39049; 39089; 39097; 39117; 39129; 39159,1591263.9999770187,1303585.9999968712,2074636.0,287677.99998014735,567632.483991435,320662.56699481833,483372.00002298143,77202.79500554413,122615.40078351257,308796.1658158035,1053297.9999812806,143.63955429266164,9665.237986126951,207.53327554519947,36308.9528620419,438685.3199928569,337080.053378174,280526.2109953893,278059.3162616628,163735.56977477303,27099.622492626466,290182.6997695442,12773.234402,121476.09348527742,6415.737207467192
18580,"Corpus Christi, TX Metropolitan Statistical Area",2014.0,106,17.78,%,Crude Prevalence,ARANSAS; NUECES; SAN PATRICIO,48007; 48355; 48409,326392.9999993898,267630.000016412,437109.0,58762.9999829778,95554.86199983495,76834.20800008911,110716.0000006102,28983.92000022724,45369.219617503135,71347.92500019427,222179.8115713209,25.58785377754172,0.0,57.13699996381071,21612.6966547662,82899.40499981241,43865.706666666665,61219.784000047206,64354.596666666665,34019.465402400005,7608.5380592156,41799.8138957474,2989.7996200000002,79752.85403823043,2605.2031890646226
18580,"Corpus Christi, TX Metropolitan Statistical Area",2015.0,112,18.33,%,Crude Prevalence,ARANSAS; NUECES; SAN PATRICIO,48007; 48355; 48409,330513.0000116993,269928.00000881846,442600.0,60585.00000288089,99798.13200352658,77762.97100282564,112086.99998830071,29432.555996984436,46113.97680328299,72251.30000241673,224200.0000082776,25.486490000000003,6567.574910002106,58.185474350341565,20561.2240387991,80786.8020028529,44392.23666666667,61951.0680022956,65160.323333333334,34958.1521566,8245.592162483956,42336.7065182488,3058.564254,78039.52237892944,2487.9930342591683
18580,"Corpus Christi, TX Metropolitan Statistical Area",2016.0,81,11.11,%,Crude Prevalence,ARANSAS; NUECES; SAN PATRICIO,48007; 48355; 48409,335215.9999990126,272718.00000791665,448108.0,62497.999991096,106310.3569996574,53710.110999853874,112892.00000098739,26583.3610001668,46196.616021403985,60254.891999804255,226645.0000124079,25.027932,6074.20482627422,56.988410593032214,19421.2543020364,94576.63999969925,48845.78,70468.48399977147,57418.41,35621.547632,7969.972710764115,42922.7482572568,3111.206564327378,78665.23668922152,2517.7469729542586
18580,"Corpus Christi, TX Metropolitan Statistical Area",2017.0,147,20.7,%,Crude Prevalence,ARANSAS; NUECES; SAN PATRICIO,48007; 48355; 48409,338884.0000155254,274702.0000013599,452422.0,64182.000014165504,112188.68100514999,56911.4789789385,113537.9999844746,33516.93599511607,46121.05541539203,62586.32349644089,228630.00000611928,24.356900000000003,5915.130563324474,60.94170055884614,17589.779052716796,84905.53000367046,54952.86123050049,80634.85355950652,66938.81924885754,35947.919649,7535.3363090464645,43337.912895711,3039.839362,69197.55071218967,2524.99196285917
18580,"Corpus Christi, TX Metropolitan Statistical Area",2019.0,171,23.29,%,Crude Prevalence,ARANSAS; NUECES; SAN PATRICIO,48007; 48355; 48409,341372.0000013024,273860.99998396443,454008.0,67511.000017338,115997.20100041822,49856.35123150586,112635.99999869757,26877.877999879034,44985.264379721084,62732.711044408075,229127.0000080773,25.420377,5444.927384277817,66.05109391355079,14390.6961238509,82448.004000105,56701.62746996262,74677.0859670949,63712.96433733212,36831.54163064483,7511.605354566611,43467.6237675168,2956.8979170000002,62707.79449585113,2838.878459329449
18580,"Corpus Christi, TX Metropolitan Statistical Area",2020.0,156,12.670000000000002,%,Crude Prevalence,ARANSAS; NUECES; SAN PATRICIO,48007; 48355; 48409,341900.9999946303,272616.0000096383,452950.0,69284.999984992,117055.45499798546,49540.325113578845,111049.00000536969,26228.38600142972,43415.39953062239,66359.36512637483,228413.0000081851,28.855391151166735,5158.569749021785,64.62140611848163,12937.2773258438,91730.4059983342,61246.55361854791,79043.80831143368,61571.27776813453,36331.792856063345,7550.4185186295545,42986.4219732292,2994.7214710000003,63245.3523970544,2836.38311127568
19060,"Cumberland, MD-WV Metropolitan Statistical Area",2016.0,118,26.21,%,Crude Prevalence,ALLEGANY; MINERAL,24001; 54057,82175.9999999218,62702.999997799605,100530.0,19473.0000021222,24186.647999934386,15716.459999944815,18354.0000000782,4164.43300001362,6420.039407033768,12482.02800002362,48748.0000046928,2.480368,822.6755280612142,12.9073729771421,334.2182288116,23251.44599999562,13804.313333333334,14772.284999953405,13744.993333333334,7477.204568000001,2121.0051099557213,37694.64139917841,284.899377670177,9530.267255518185,355.77486256271783
19060,"Cumberland, MD-WV Metropolitan Statistical Area",2018.0,111,25.12,%,Crude Prevalence,ALLEGANY; MINERAL,24001; 54057,81343.9999995169,61588.9999977579,99541.0,19755.000001759,28639.303999833905,14135.328384175873,18197.000000483098,4071.2260000989445,5995.996481096066,13244.680601907128,48350.999998927204,2.38135096190112,650.0804575956665,12.06888811912748,492.0908432422,22053.94999983606,14892.901559694801,15312.301750257306,13744.18911502104,7841.138717630412,2129.5386845787057,37362.7563309446,289.968618,4720.6702029893695,302.9190463752482
19060,"Cumberland, MD-WV Metropolitan Statistical Area",2021.0,116,24.93,%,Crude Prevalence,ALLEGANY; MINERAL,24001; 54057,79810.9999968792,59388.9999957168,97284.0,20422.0000011624,28054.3779989106,17120.166995820662,17473.0000031208,3543.9780006447336,4817.802680166811,13003.866668445706,47210.0000020392,2.234821090270608,539.2473888425516,9.5135741378799,556.4558517096,22287.19599911391,17053.74749743508,16227.840038406739,15444.858172341277,8341.164628774994,1966.5223088726143,36544.909984209604,276.437508,4050.772464960376,283.6665188620176
19060,"Cumberland, MD-WV Metropolitan Statistical Area",2022.0,165,25.85,%,Crude Prevalence,ALLEGANY; MINERAL,24001; 54057,79467.9999990132,58724.9999977774,96779.0,20743.0000012358,30853.03599962381,16596.219999810663,17311.000000986798,3209.378000184166,4577.171451789475,13962.570266590294,46925.0000005529,2.098884900893846,538.8975272596966,9.664636468736196,507.687298138,24695.471999707777,17224.834399619464,16009.935999821406,14457.755558399134,9200.625455298548,2100.6617003773295,36352.7680158523,299.447803,4216.122497502065,282.1984839211978
19124,"Dallas-Plano-Irving, TX Metropolitan Division",2011.0,155,17.12,%,Crude Prevalence,COLLIN; DALLAS; DELTA; DENTON; ELLIS; HUNT; KAUFMAN; ROCKWALL,48085; 48113; 48119; 48121; 48139; 48231; 48257; 48397,3113456.7729999996,2753492.7460000003,4326384.0,359964.027,857159.3793169999,514758.840604,1212927.227,224209.671087,355454.16574100003,463924.950406,2142010.9009999996,0.0,,553.546257,658587.3080000001,742038.639421,427187.22,516311.217886,437281.5233333334,276986.652845,60214.716266375,378096.541,17937.724086000002,775250.9474870001,21773.315135999997
19124,"Dallas-Plano-Irving, TX Metropolitan Division",2012.0,139,13.31,%,Crude Prevalence,COLLIN; DALLAS; DELTA; DENTON; ELLIS; HUNT; KAUFMAN; ROCKWALL,48085; 48113; 48119; 48121; 48139; 48231; 48257; 48397,3113456.7729999996,2753492.7460000003,4326384.0,359964.027,918642.0821449999,457970.71186099993,1212927.227,261812.590139,366467.0606942339,428571.96421,2142010.9009999996,315.90153573000003,,526.4058577251279,635939.6174692587,760901.303965,428263.3866666667,489083.04546399997,455259.03,271911.2491253,60214.716266375,378096.541,19040.402904,826701.550366,19674.137414055185
19124,"Dallas-Plano-Irving, TX Metropolitan Division",2013.0,141,13.98,%,Crude Prevalence,COLLIN; DALLAS; DELTA; DENTON; ELLIS; HUNT; KAUFMAN; ROCKWALL,48085; 48113; 48119; 48121; 48139; 48231; 48257; 48397,3141660.9999112594,2761426.0000485936,4345790.0,380234.9998626662,926516.6649743334,423238.3759872426,1204129.0000887406,265331.1010212558,366332.82769134996,418610.30798785,2199175.9999465183,295.9171156942739,159131.17358886474,467.5308221427912,370435.4932395172,767665.6369787399,436401.93,469437.03998623986,460214.52999999997,269920.2035011,71592.877627994,274141.7822162544,20955.325253,836856.6090127035,17605.874035954534
19124,"Dallas-Plano-Irving, TX Metropolitan Division",2014.0,193,13.56,%,Crude Prevalence,COLLIN; DALLAS; DELTA; DENTON; ELLIS; HUNT; KAUFMAN; ROCKWALL,48085; 48113; 48119; 48121; 48139; 48231; 48257; 48397,3219894.999978822,2815479.9998836466,4431940.0,404415.0000951756,940299.7289935547,438508.1929984151,1212045.0000211776,257868.78900302865,374686.7551120759,454190.62399742147,2244260.414862632,300.8836243981699,0.0,476.0129381171495,370207.0749401736,759601.4979951878,439538.6733333333,472755.9819974974,493143.92,274888.9822413,72998.04677533814,278795.294363298,23248.763619999998,843963.574612797,16249.58915685511
19124,"Dallas-Plano-Irving, TX Metropolitan Division",2015.0,215,15.28,%,Crude Prevalence,COLLIN; DALLAS; DELTA; DENTON; ELLIS; HUNT; KAUFMAN; ROCKWALL,48085; 48113; 48119; 48121; 48139; 48231; 48257; 48397,3286050.000124752,2857553.000025548,4505983.0,428497.0000992043,924292.9090355568,446657.57201703964,1219932.9998752477,263967.55396894016,378589.2800778063,463163.4640171838,2282245.999901917,256.656956,49227.5701919944,436.42037678670306,366345.4985204822,747815.6640289491,446365.5266666666,481701.41701908165,500964.03,267926.41235490004,71761.00891912183,283293.5581597616,22220.579057000003,839932.7172463441,15377.73408710058
19124,"Dallas-Plano-Irving, TX Metropolitan Division",2016.0,172,11.65,%,Crude Prevalence,COLLIN; DALLAS; DELTA; DENTON; ELLIS; HUNT; KAUFMAN; ROCKWALL,48085; 48113; 48119; 48121; 48139; 48231; 48257; 48397,3375218.000128924,2922471.0002913238,4609335.0,452746.9998375998,906958.3010348139,481277.2470187838,1234116.9998710763,259103.4809705967,391256.92368074076,610030.1670229092,2340166.0001051784,254.79942000000003,48099.45982574642,427.49274855926274,371692.4652048743,796596.8440305465,457476.14666666667,583367.8710236136,507695.61333333334,271619.473793,71231.91680979787,290450.8918020027,21562.62174488757,847051.1170124724,15674.957023437177
19124,"Dallas-Plano-Irving, TX Metropolitan Division",2017.0,185,14.19,%,Crude Prevalence,COLLIN; DALLAS; DELTA; DENTON; ELLIS; HUNT; KAUFMAN; ROCKWALL,48085; 48113; 48119; 48121; 48139; 48231; 48257; 48397,3458676.0000193054,2983477.0000038263,4712368.0,475199.0000154791,903103.756006428,503026.59187049506,1253691.9999806944,238404.18598933175,393368.79551996326,631409.8195514885,2393468.999943244,238.984948,46549.22340319516,421.2555794226066,377411.90341932926,767776.5810052011,489487.57180314144,569614.3342444432,549360.4412525237,277344.230982,71507.6036854916,298385.6312714352,21754.920847,726499.2068420873,14992.48616553157
19124,"Dallas-Plano-Irving, TX Metropolitan Division",2018.0,217,13.16,%,Crude Prevalence,COLLIN; DALLAS; DELTA; DENTON; ELLIS; HUNT; KAUFMAN; ROCKWALL,48085; 48113; 48119; 48121; 48139; 48231; 48257; 48397,3528823.0000342308,3031061.0000315574,4798864.0,497762.0000026734,960974.0690073774,495179.8569169872,1270040.9999657695,227503.64900213864,399155.38945469965,653085.4557330993,2437963.0000303476,241.07892163162026,44296.42827141077,452.2137477795996,380813.6985674377,828925.9750055717,543946.369736366,589105.8487269293,521674.85390481615,281857.03385581076,72620.85785069146,306737.7782441346,26035.567708000002,660449.3649162647,15197.77597244202
19124,"Dallas-Plano-Irving, TX Metropolitan Division",2019.0,126,16.5,%,Crude Prevalence,COLLIN; DALLAS; DELTA; DENTON; ELLIS; HUNT; KAUFMAN; ROCKWALL,48085; 48113; 48119; 48121; 48139; 48231; 48257; 48397,3628744.0001945114,3103330.0002596453,4916422.0,525413.9999348667,1016851.0230531703,509017.9029205698,1287677.9998054884,202515.11296998238,400473.9236552684,672015.2684977091,2493901.9999411777,250.478723,42821.653317230826,476.79507308638,390065.9075629136,786879.7690410926,557054.6414380893,604744.382019219,534148.486210909,291097.2674272293,74732.2290973402,316085.214316049,23430.581495,651347.1118778575,16469.430802775827
19124,"Dallas-Plano-Irving, TX Metropolitan Division",2020.0,138,17.79,%,Crude Prevalence,COLLIN; DALLAS; DELTA; DENTON; ELLIS; HUNT; KAUFMAN; ROCKWALL,48085; 48113; 48119; 48121; 48139; 48231; 48257; 48397,3715196.0001109624,3166634.9999478147,5012539.0,548561.0001631469,1082374.850034175,513121.1715624392,1297342.9998890376,196413.71297991718,398090.7909407244,711216.0653870018,2541357.000194595,256.2541047845124,40850.55024384543,494.4013657243569,392994.4114454752,862084.8750265216,619537.9298046281,623685.362539368,577565.2580979618,295963.92477602104,75580.92373614725,326479.0185464952,27990.543489,686844.8228409943,16693.135880361173
19124,"Dallas-Plano-Irving, TX Metropolitan Division",2021.0,281,18.14,%,Crude Prevalence,COLLIN; DALLAS; DELTA; DENTON; ELLIS; HUNT; KAUFMAN; ROCKWALL,48085; 48113; 48119; 48121; 48139; 48231; 48257; 48397,3786452.0000319676,3213537.00007643,5087273.0,572914.9999555377,1153469.3600109697,561375.8277568477,1300820.9999680324,193955.47998259382,313084.5264474138,720851.2886498848,2579918.9999486855,265.20271649911666,39082.63016284425,505.03726509415714,386905.01126835536,858170.2880087566,690204.7676396181,714893.880812194,633126.9529436192,296306.79116475733,78815.29934411484,337213.03929952893,26713.529940999997,716656.0603789912,16813.624063151165
19124,"Dallas-Plano-Irving, TX Metropolitan Division",2022.0,359,17.64,%,Crude Prevalence,COLLIN; DALLAS; DELTA; DENTON; ELLIS; HUNT; KAUFMAN; ROCKWALL,48085; 48113; 48119; 48121; 48139; 48231; 48257; 48397,3867570.999863191,3269222.999973848,5177283.0,598347.9998893427,1258877.2239557363,557324.5219806615,1309712.0001368092,187322.83101961957,317719.1489486731,747360.1099920046,2624671.0000273786,282.03066865617296,36243.19041973099,538.9923343045037,365362.41381275,1088999.1719613513,706967.006493445,772179.9739726308,637505.7941226808,315784.7084264948,80219.55314077016,348549.3960598765,26523.567773,737330.954955792,16964.1324443058
19340,"Davenport-Moline-Rock Island, IA-IL Metropolitan Statistical Area",2011.0,69,12.26,%,Crude Prevalence,HENRY; MERCER; ROCK ISLAND; SCOTT,17073; 17131; 17161; 19163,289776.75,233823.74200000003,379066.0,55953.008,77663.508996,57036.108366,89289.25,15501.09247,28943.777342,56650.94097,192894.02000000002,6.49935,,43.262734,11800.807999999999,70802.20356000001,37845.380000000005,34866.72831,35343.53333333333,24329.625549999997,6637.651701585994,76045.57999999999,1838.0125600000001,32197.267582,1035.9750001921102
19340,"Davenport-Moline-Rock Island, IA-IL Metropolitan Statistical Area",2013.0,125,17.61,%,Crude Prevalence,HENRY; MERCER; ROCK ISLAND; SCOTT,17073; 17131; 17161; 19163,292188.9999954039,234089.99999438,381342.0,58099.00000102391,80695.68499873288,55019.25599924302,89153.0000045961,18053.682000996407,29767.86777635797,56242.04799879147,193973.0000009755,12.534157480472786,27689.18007505605,36.2058720673778,6532.7103705231,73249.25799921856,38227.33,36850.31199956809,36268.63,24765.8854476,6800.830543392798,76715.233838485,1809.376746,35666.783999418454,1752.9993257946164
19340,"Davenport-Moline-Rock Island, IA-IL Metropolitan Statistical Area",2020.0,90,23.03,%,Crude Prevalence,HENRY; MERCER; ROCK ISLAND; SCOTT,17073; 17131; 17161; 19163,294093.0000010262,224918.00000032008,381451.0,69175.0000007061,99286.50700025713,48638.31582982946,87357.9999989738,16554.907000097228,31179.6545754206,60467.45344933062,193536.00000752567,13.508124997745107,4282.943062145785,33.02513967218742,6107.5662510905,69981.93100037282,47992.27528125205,45372.2716532076,45412.140320725346,25702.317156186302,7763.437988306963,75890.9167562332,1858.2923970000002,16051.58126845153,1432.6268143237446
19380,"Dayton, OH Metropolitan Statistical Area",2011.0,140,18.31,%,Crude Prevalence,GREENE; MIAMI; MONTGOMERY; PREBLE,39057; 39109; 39113; 39135,645486.51,521988.929,835063.0,123497.581,192009.058816,134924.118774,189576.49,33770.678276,66977.623944,97063.231096,431052.075,50.238307999999996,28243.726132888474,106.908618,12722.394999999999,166175.143366,108184.06999999999,87589.852064,102779.32999999999,64764.062054,10732.57547884167,117350.40999999999,4079.8100059999997,74362.152916,0.0
19380,"Dayton, OH Metropolitan Statistical Area",2012.0,160,17.42,%,Crude Prevalence,GREENE; MIAMI; MONTGOMERY; PREBLE,39057; 39109; 39113; 39135,645486.51,521988.929,835063.0,123497.581,198511.04575800002,125576.715144,189576.49,45001.752448,68671.22812667837,90204.779256,431052.075,47.552460980000006,28243.726132888474,103.14775505069181,12613.5940762377,166014.832808,110104.03333333331,88124.83968,105551.70333333332,66173.5793794,10732.57547884167,117350.40999999999,3232.957524,87506.263202,2935.562373772381
19380,"Dayton, OH Metropolitan Statistical Area",2013.0,178,20.77,%,Crude Prevalence,GREENE; MIAMI; MONTGOMERY; PREBLE,39057; 39109; 39113; 39135,654564.999971596,524194.99995001964,845388.0,130370.00002157631,201288.38099124352,131155.09099436013,190823.0000284041,47148.10100734491,70448.28249907956,92294.48599566444,436017.99999333994,53.32233972012751,20725.92722316115,90.72340724399461,6217.8985958976,168308.9599929746,106875.10333333333,90278.8979955198,97030.13333333333,67671.99174510001,11441.989030239547,108374.52598393601,3627.6292330000006,92490.02399095797,2838.5402440116995
19380,"Dayton, OH Metropolitan Statistical Area",2014.0,142,27.74,%,Crude Prevalence,GREENE; MIAMI; MONTGOMERY; PREBLE,39057; 39109; 39113; 39135,654003.9999918118,521760.00000932394,842858.0,132243.9999824879,194151.27599782386,128370.16599844508,188854.00000818822,45933.48500209949,70484.54820544741,100681.93599897594,434476.0536999239,53.04206053179908,0.0,90.44337367317557,7019.899748167901,168558.55399804487,101320.14666666667,89202.74799865496,98269.94666666666,67428.99627720001,11617.68870167423,108269.2194233383,3623.1059819999996,85264.45031513955,2651.8469879529302
19380,"Dayton, OH Metropolitan Statistical Area",2015.0,116,18.36,%,Crude Prevalence,GREENE; MIAMI; MONTGOMERY; PREBLE,39057; 39109; 39113; 39135,656218.0000092525,520170.0000367572,844221.0,136047.99997249528,192930.08300263764,128831.95700169646,188002.9999907476,45547.89299783398,73435.97635636882,101030.17900129117,434638.0000171185,55.67224100000001,7645.036513523753,81.96551365352116,6962.857351184301,166454.5140022758,101500.46666666666,89560.50700153873,98485.00333333333,66747.08792220001,11643.758866460661,108288.1143821018,3692.465309,88059.53380285029,2539.3202633451715
19380,"Dayton, OH Metropolitan Statistical Area",2016.0,97,17.78,%,Crude Prevalence,GREENE; MIAMI; MONTGOMERY; PREBLE,39057; 39109; 39113; 39135,654845.999979476,515580.9999891862,842422.0,139264.9999902898,200568.5119935904,130171.73099577909,187576.000020524,48167.974006041535,73280.53526112919,106235.7099968919,433457.00002084044,55.66532800000001,6677.064311994912,82.50341594175056,6687.3943119504,171520.97399474465,116215.62666666666,114013.09499613827,112437.64666666668,68198.655754,11655.437264497907,108302.6264692396,3871.7409651257526,82825.07732511288,2528.692554079343
19380,"Dayton, OH Metropolitan Statistical Area",2017.0,133,25.45,%,Crude Prevalence,GREENE; MIAMI; MONTGOMERY; PREBLE,39057; 39109; 39113; 39135,655457.9999841381,512911.0000101332,842238.0,142546.99997400498,215028.57399465563,125494.28573896953,186780.0000158619,42851.15800455139,72392.06292253625,105758.28743917907,433301.9999816065,51.207411,5958.088252614064,81.27995975257758,6884.1707626039,164084.00699603214,117931.12244079457,105661.04018872748,112428.02553777525,69803.834308,12078.120643419645,108277.8461256713,4109.454218,63028.9166252514,2323.802995814199
19660,"Deltona-Daytona Beach-Ormond Beach, FL Metropolitan Statistical Area",2013.0,177,16.06,%,Crude Prevalence,VOLUSIA,12127,402856.9999905024,296353.99999592965,494804.0,106502.9999945728,102325.6779975876,99102.8219976636,91947.0000094976,24917.63700257385,32862.87501305554,72111.40299829993,253223.9999845804,24.284174809765847,38850.11498693098,109.49432665624852,8978.5735029092,103131.39199756864,80817.98666666668,77348.54399817646,67623.21333333333,44408.4610784,7721.002548784076,49199.9804218056,1832.754016,85349.95199882773,2793.9312468381254
19660,"Deltona-Daytona Beach-Ormond Beach, FL Metropolitan Statistical Area",2016.0,189,17.46,%,Crude Prevalence,VOLUSIA,12127,415985.0000023941,298020.000007929,507531.0,117964.9999944651,114395.8750006584,79453.13500045727,91545.9999976059,24900.511999348808,37480.38430027062,78621.16500045249,260042.9999992806,27.406674,4787.875631890229,93.53497706880096,8398.744490921401,106492.16000061289,67670.8,66141.61500038065,62595.49,42582.865962,7410.24803176853,50465.4676669134,1494.1500211377358,82920.18814943214,2509.372745192013
19660,"Deltona-Daytona Beach-Ormond Beach, FL Metropolitan Statistical Area",2017.0,142,18.61,%,Crude Prevalence,VOLUSIA,12127,425159.9999991882,302664.9999877929,517887.0,122495.0000113953,110541.59999978892,67132.72263180382,92727.0000008118,23274.47700020376,38071.96116164761,69388.8875718955,265085.0000224002,23.822802,4576.910194331347,84.90548728525293,8326.3692073617,105864.83999979786,74863.99871404191,72110.0653947783,72042.49240202321,42957.172989000006,7342.003324186433,51495.1986255318,1484.782029,76312.08653160068,2208.564500738469
19660,"Deltona-Daytona Beach-Ormond Beach, FL Metropolitan Statistical Area",2019.0,119,21.01,%,Crude Prevalence,VOLUSIA,12127,442746.0000187224,312944.0000379,538692.0,129801.9999808224,123526.13400522356,80288.83842666697,95945.9999812776,23890.553995338123,39726.19518116344,78102.3352246683,276358.0000213032,25.857216,4324.725473798093,92.53532655140928,8129.916230898,131052.8160055418,81473.370722898,82144.80526344085,78358.75052909287,49980.68887455428,7877.462474747364,53563.9078370088,1907.508372,55407.267899987055,2306.0561819324566
19740,"Denver-Aurora-Lakewood, CO Metropolitan Statistical Area",2011.0,1012,16.76,%,Crude Prevalence,ADAMS; ARAPAHOE; BROOMFIELD; CLEAR CREEK; DENVER; DOUGLAS; ELBERT; GILPIN; JEFFERSON; PARK,8001; 8005; 8014; 8019; 8031; 8035; 8039; 8047; 8059; 8093,1911242.636,1654515.899,2552195.0,256726.73700000002,357661.094482,351867.034966,640952.3640000001,89837.245196,176188.370292,367096.756734,1272316.871,124.743291,68469.80989960814,313.95891900000004,238569.608,303055.825054,261917.19666666668,248676.281544,256070.25999999998,155250.256925,,159442.185,11206.097067,308053.794524,0.0
19740,"Denver-Aurora-Lakewood, CO Metropolitan Statistical Area",2012.0,830,17.35,%,Crude Prevalence,ADAMS; ARAPAHOE; BROOMFIELD; CLEAR CREEK; DENVER; DOUGLAS; ELBERT; GILPIN; JEFFERSON; PARK,8001; 8005; 8014; 8019; 8031; 8035; 8039; 8047; 8059; 8093,1911242.636,1654515.899,2552195.0,256726.73700000002,375151.53165,339112.894546,640952.3640000001,106020.98686799999,180914.94325565055,360435.727034,1272316.871,121.32791126,68469.80989960814,298.1825937186737,234648.3381785131,314863.611846,261592.40333333332,239973.34342,255045.13,152365.3712962,31773.164362304346,159442.185,12030.821651,321938.92517999996,9123.550348565243
19740,"Denver-Aurora-Lakewood, CO Metropolitan Statistical Area",2013.0,1049,17.86,%,Crude Prevalence,ADAMS; ARAPAHOE; BROOMFIELD; CLEAR CREEK; DENVER; DOUGLAS; ELBERT; GILPIN; JEFFERSON; PARK,8001; 8005; 8014; 8019; 8031; 8035; 8039; 8047; 8059; 8093,1958717.0000233792,1690030.0000373935,2599504.0,268686.9999859859,384497.0160053347,336254.5420046526,640786.9999766207,109810.70999476955,179385.23023169025,377392.7880046199,1305402.0000076916,118.60561287790068,69641.63871195244,254.8252052520882,125998.6002071049,322819.8850043639,267794.15,245570.71800371405,257376.48333333334,156731.47928650002,35387.04443698897,146924.5113343792,14744.552026000001,344608.3980091343,9302.356229105253
